2009-08-26,14
2008-04-06,1
2008-05-07,2
2008-05-27,1
2008-05-28,1
2008-05-31,2
2008-06-03,1
2008-06-05,4
2008-06-06,2
2008-06-10,2
2008-06-11,1
2008-06-12,1
2008-06-20,1
2008-06-24,11
2008-06-26,2
2008-06-27,4
2008-06-28,18
2008-06-30,8
2008-07-01,10
2008-07-03,1
2008-07-04,2
2008-07-07,22
2008-07-08,3
2008-07-09,3
2008-07-10,5
2008-07-11,4
2008-07-14,2
2008-07-15,8
2008-07-16,3
2008-07-17,4
2008-07-18,7
2008-07-19,1
2008-07-20,2
2008-07-21,7
2008-07-22,13
2008-07-23,1
2008-07-24,1
2008-07-25,6
2008-07-27,2
2008-07-28,49
2008-07-31,4
2008-08-01,6
2008-08-03,1
2008-08-04,2
2008-08-05,2
2008-08-06,1
2008-08-07,1
2008-08-08,3
2008-08-10,1
2008-08-11,4
2008-08-12,96
2008-08-13,11
2008-08-14,3
2008-08-15,10
2008-08-16,4
2008-08-17,7
2008-08-18,10
2008-08-19,13
2008-08-20,13
2008-08-21,6
2008-08-22,3
2008-08-23,26
2008-08-24,2
2008-08-25,7
2008-08-26,13
2008-08-27,4
2008-08-28,30
2008-08-29,6
2008-08-30,3
2008-08-31,1
2008-09-01,28
2008-09-02,8
2008-09-03,19
2008-09-04,64
2008-09-05,15
2008-09-06,33
2008-09-08,6
2008-09-09,12
2008-09-10,21
2008-09-11,17
2008-09-12,36
2008-09-13,78
2008-09-15,24
2008-09-16,15
2008-09-17,27
2008-09-18,11
2008-09-19,12
2008-09-20,6
2008-09-21,3
2008-09-22,23
2008-09-23,7
2008-09-24,11
2008-09-25,9
2008-09-26,9
2008-09-27,18
2008-09-28,1
2008-09-29,55
2008-09-30,7
2008-10-01,8
2008-10-02,36
2008-10-03,14
2008-10-04,2
2008-10-05,2
2008-10-06,55
2008-10-07,18
2008-10-08,13
2008-10-09,162
2008-10-10,2
2008-10-11,4
2008-10-13,38
2008-10-14,8
2008-10-15,23
2008-10-16,12
2008-10-17,4
2008-10-18,2
2008-10-19,2
2008-10-20,17
2008-10-21,14
2008-10-22,23
2008-10-23,19
2008-10-24,44
2008-10-25,4
2008-10-26,7
2008-10-27,66
2008-10-28,22
2008-10-29,30
2008-10-30,12
2008-10-31,15
2008-11-01,3
2008-11-02,1
2008-11-03,34
2008-11-04,35
2008-11-05,43
2008-11-06,31
2008-11-07,58
2008-11-08,8
2008-11-09,11
2008-11-10,23
2008-11-11,23
2008-11-12,23
2008-11-13,12
2008-11-14,10
2008-11-15,2
2008-11-16,4
2008-11-17,4
2008-11-18,17
2008-11-19,30
2008-11-20,24
2008-11-21,38
2008-11-22,1
2008-11-23,6
2008-11-24,19
2008-11-25,18
2008-11-26,4
2008-11-27,11
2008-11-28,16
2008-11-29,6
2008-11-30,7
2008-12-01,17
2008-12-02,12
2008-12-03,14
2008-12-04,18
2008-12-05,27
2008-12-06,3
2008-12-07,2
2008-12-08,19
2008-12-09,8
2008-12-10,4
2008-12-11,9
2008-12-12,7
2008-12-13,2
2008-12-15,7
2008-12-16,12
2008-12-17,6
2008-12-18,6
2008-12-21,1
2008-12-23,4
2008-12-24,2
2008-12-28,1
2008-12-29,6
2008-12-30,1
2008-12-31,10
2009-01-02,1
2009-01-05,8
2009-01-06,6
2009-01-07,11
2009-01-08,18
2009-01-09,13
2009-01-10,1
2009-01-11,2
2009-01-12,50
2009-01-13,16
2009-01-14,11
2009-01-15,37
2009-01-16,11
2009-01-17,4
2009-01-18,3
2009-01-19,10
2009-01-20,7
2009-01-21,21
2009-01-22,18
2009-01-23,18
2009-01-24,2
2009-01-25,2
2009-01-26,15
2009-01-27,12
2009-01-28,39
2009-01-29,7
2009-01-30,8
2009-01-31,2
2009-02-01,4
2009-02-02,8
2009-02-03,11
2009-02-04,206
2009-02-05,15
2009-02-06,23
2009-02-07,4
2009-02-08,6
2009-02-09,12
2009-02-10,8
2009-02-11,10
2009-02-12,91
2009-02-13,13
2009-02-14,20
2009-02-15,4
2009-02-16,13
2009-02-17,51
2009-02-18,18
2009-02-19,22
2009-02-20,26
2009-02-21,2
2009-02-22,31
2009-02-23,22
2009-02-24,13
2009-02-25,28
2009-02-26,15
2009-02-27,10
2009-02-28,1
2009-03-01,4
2009-03-02,16
2009-03-03,9
2009-03-04,28
2009-03-05,18
2009-03-06,31
2009-03-07,1
2009-03-09,10
2009-03-10,10
2009-03-11,131
2009-03-12,8
2009-03-13,3
2009-03-14,3
2009-03-15,1
2009-03-16,13
2009-03-17,8
2009-03-18,6
2009-03-19,5
2009-03-20,3
2009-03-21,5
2009-03-22,11
2009-03-23,8
2009-03-24,148
2009-03-25,6
2009-03-26,2
2009-03-27,17
2009-03-28,6
2009-03-30,7
2009-03-31,7
2009-04-01,27
2009-04-02,12
2009-04-03,10
2009-04-04,8
2009-04-05,4
2009-04-06,33
2009-04-07,3
2009-04-08,1
2009-04-07,8
2009-04-08,16
2009-04-09,19
2009-04-10,4
2009-04-11,3
2009-04-12,1
2009-04-13,1
2009-04-28,1
2009-04-14,5
2009-04-15,5
2009-04-16,8
2009-04-17,3
2009-04-18,6
2009-04-19,1
2009-04-20,7
2009-04-21,1
2009-04-20,11
2009-04-21,4
2009-04-24,1
2009-04-21,6
2009-04-24,1
2009-04-21,34
2009-04-22,53
2009-04-23,1
2009-04-22,5
2009-04-24,1
2009-04-22,2
2009-04-23,1
2009-04-22,7
2009-04-28,1
2009-04-22,19
2009-04-24,1
2009-06-03,1
2009-04-22,13
2009-04-27,2
2009-04-24,1
2009-04-22,3
2009-04-24,1
2009-04-25,1
2009-04-23,3
2009-04-24,1
2009-04-23,1
2009-04-24,1
2009-04-23,2
2009-04-24,2
2009-04-23,1
2009-04-24,2
2009-04-23,1
2009-04-24,1
2009-04-25,1
2009-04-23,1
2009-04-24,1
2009-04-30,1
2009-04-23,12
2009-04-24,14
2009-04-25,7
2009-04-26,9
2009-04-27,9
2009-04-28,1
2009-04-27,1
2009-04-30,1
2009-04-27,19
2009-04-28,2
2009-04-29,2
2009-04-28,2
2009-04-29,1
2009-04-30,1
2009-04-29,2
2009-04-28,1
2009-04-29,1
2009-04-28,2
2009-04-29,2
2009-04-28,6
2009-04-29,1
2009-04-28,2
2009-04-29,1
2009-04-28,4
2009-04-29,3
2009-05-01,1
2009-04-29,6
2009-05-01,2
2009-04-29,11
2009-05-04,1
2009-04-30,6
2009-05-01,1
2009-04-30,2
2009-05-01,1
2009-04-30,10
2009-05-01,47
2009-05-02,6
2009-05-03,1
2009-05-04,27
2009-05-05,17
2009-05-06,26
2009-05-20,1
2009-05-06,2
2009-05-18,1
2009-05-06,43
2009-05-07,33
2009-05-08,1
2009-05-07,4
2009-05-08,16
2009-05-13,1
2009-05-08,1
2009-05-09,4
2009-05-18,1
2009-05-09,2
2009-05-16,1
2009-05-10,1
2009-05-11,1
2009-05-14,1
2009-05-11,4
2009-05-15,1
2009-05-11,9
2009-05-20,1
2009-05-15,1
2009-05-11,2
2009-05-15,1
2009-05-11,5
2009-05-14,1
2009-05-12,2
2009-05-18,1
2009-05-20,1
2009-05-12,7
2009-05-18,1
2009-05-15,1
2009-05-18,2
2009-05-12,1
2009-05-18,1
2009-05-12,4
2009-05-13,6
2009-05-18,1
2009-05-13,3
2009-05-15,1
2009-05-18,2
2009-05-13,3
2009-05-18,1
2009-05-14,1
2009-05-16,1
2009-05-14,1
2009-05-18,3
