2005-01-01,1740
2007-02-02,1
2007-02-05,1
2007-02-07,1
2007-02-13,2
2007-02-25,1
2007-02-27,1
2007-03-01,1
2007-03-03,1
2007-03-06,1
2007-03-08,1
2007-03-14,28
2007-03-19,4
2007-03-21,2
2007-03-22,2
2007-03-25,1
2007-03-29,1
2007-04-02,3
2007-04-03,1
2007-04-11,3
2007-04-12,1
2007-04-14,1
2007-04-16,1
2007-04-19,6
2007-04-20,3
2007-04-21,1
2007-04-25,1
2007-04-28,2
2007-04-29,1
2007-04-30,1
2007-05-01,1
2007-05-10,7
2007-05-14,2
2007-05-16,1
2007-05-18,1
2007-05-21,3
2007-05-22,3
2007-05-25,3
2007-05-27,1
2007-05-31,1
2007-06-03,1
2007-06-05,4
2007-06-06,1
2007-06-12,3
2007-06-13,4
2007-06-14,4
2007-06-19,2
2007-06-22,6
2007-06-28,1
2007-07-02,2
2007-07-03,1
2007-07-11,1
2007-07-12,3
2007-07-13,2
2007-07-17,3
2007-07-19,1
2007-07-21,6
2007-07-24,1
2007-07-26,1
2007-07-27,2
2007-08-02,1
2007-08-03,2
2007-08-05,1
2007-08-08,5
2007-08-09,2
2007-08-10,1
2007-08-11,1
2007-08-13,10
2007-08-14,1
2007-08-15,1
2007-08-16,4
2007-08-17,3
2007-08-18,1
2007-08-21,1
2007-08-22,2
2007-08-24,4
2007-08-31,1
2007-09-02,8
2007-09-03,2
2007-09-04,2
2007-09-05,1
2007-09-11,4
2007-09-14,2
2007-09-18,1
2007-09-19,2
2007-09-22,1
2007-09-26,1
2007-09-27,1
2007-10-01,1
2007-10-03,1
2007-10-09,1
2007-10-11,4
2007-10-14,3
2007-10-17,2
2007-10-24,2
2007-10-25,1
2007-10-30,2
2007-10-31,1
2007-11-02,1
2007-11-05,1
2007-11-06,2
2007-11-16,2
2007-11-22,1
2007-11-23,1
2007-11-26,2
2007-11-29,1
2007-12-04,1
2007-12-05,1
2007-12-10,1
2007-12-12,3
2007-12-13,5
2007-12-15,1
2007-12-17,1
2007-12-18,2
2008-01-08,2
2008-01-09,4
2008-01-10,1
2008-01-14,1
2008-01-15,4
2008-01-16,2
2008-01-21,42
2008-01-22,7
2008-01-23,2
2008-01-24,2
2008-01-28,9
2008-01-29,1
2008-01-31,3
2008-02-01,2
2008-02-06,2
2008-02-08,2
2008-02-11,2
2008-02-15,1
2008-02-18,1
2008-02-19,3
2008-02-20,1
2008-02-23,1
2008-02-24,1
2008-02-25,1
2008-02-29,2
2008-03-05,1
2008-03-10,4
2008-03-11,1
2008-03-19,2
2008-03-26,18
2008-03-28,7
2008-03-29,1
2008-03-31,7
2008-04-04,1
2008-04-05,7
2008-04-06,2
2008-04-08,1
2008-04-09,11
2008-04-10,3
2008-04-14,1
2008-04-15,5
2008-04-16,1
2008-04-17,2
2008-04-18,1
2008-04-19,1
2008-04-23,3
2008-04-24,4
2008-04-28,4
2008-04-30,1
2008-05-01,2
2008-05-06,1
2008-05-07,3
2008-05-10,1
2008-05-15,2
2008-05-19,3
2008-05-20,2
2008-05-21,1
2008-05-23,1
2008-05-26,1
2008-06-27,2
2008-07-05,4
2008-07-09,1
2008-07-11,3
2008-07-16,2
2008-07-17,1
2008-07-18,2
2008-07-19,4
2008-07-21,2
2008-07-23,2
2008-07-28,2
2008-07-31,2
2008-08-01,2
2008-08-02,1
2008-08-03,2
2008-08-04,5
2008-08-05,2
2008-08-06,2
2008-08-07,1
2008-08-10,1
2008-08-11,1
2008-08-19,1
2008-08-21,6
2008-08-22,4
2008-08-23,1
2008-08-25,9
2008-08-26,1
2008-08-27,1
2008-08-30,4
2008-09-01,2
2008-09-03,3
2008-09-04,4
2008-09-08,10
2008-09-13,11
2008-09-15,4
2008-09-16,11
2008-09-18,9
2008-09-19,2
2008-09-22,10
2008-09-24,13
2008-09-26,1
2008-09-27,2
2008-09-29,2
2008-09-30,4
2008-10-07,2
2008-10-12,1
2008-10-13,4
2008-10-14,1
2008-10-16,1
2008-10-17,1
2008-10-19,1
2008-10-22,1
2008-10-24,3
2008-10-25,1
2008-10-27,1
2008-10-29,1
2008-10-30,3
2008-11-03,1
2008-11-04,6
2008-11-05,4
2008-11-06,5
2008-11-07,4
2008-11-10,3
2008-11-12,3
2008-11-21,2
2008-11-24,1
2008-11-27,1
2008-11-28,2
2008-12-01,1
2008-12-02,1
2009-01-09,1
2009-01-13,2
2009-01-14,1
2009-01-15,1
2009-01-20,1
2009-01-21,1
2009-01-22,1
2009-01-23,2
2009-01-27,1
2009-02-04,1
2009-02-09,2
2009-02-10,2
2009-02-11,2
2009-02-12,2
2009-02-13,2
2009-02-16,1
2009-02-19,1
2009-02-20,3
2009-02-26,1
2009-02-27,5
2009-03-01,2
2009-03-03,1
2009-03-05,4
2009-03-06,1
2009-03-09,2
2009-03-26,1
2009-03-31,2
2009-04-01,3
2009-04-08,2
2009-04-15,1
2009-04-16,1
2009-04-21,5
2009-04-24,3
2009-04-28,3
2009-04-29,2
2009-04-30,2
2009-05-01,5
2009-05-04,1
2009-05-05,2
2009-05-07,1
2009-05-10,2
2009-05-11,2
2009-05-19,4
2009-05-20,4
2009-05-21,15
2009-05-25,2
2009-05-26,5
2009-05-27,3
2009-05-28,7
2009-05-29,2
2009-05-30,2
2009-05-31,3
2009-06-02,1
2009-06-03,1
2009-06-04,1
2009-06-09,4
2009-06-11,1
2009-06-19,1
2009-07-04,4
2009-07-08,7
2009-07-09,2
2009-07-10,2
2009-07-11,2
2009-07-12,2
2009-07-13,1
2009-07-15,1
2009-07-16,4
2009-07-17,1
2009-07-18,3
2009-07-21,3
2009-07-22,2
2009-07-23,2
2009-07-25,2
2009-07-27,2
2009-07-29,3
2009-07-30,4
2009-07-31,3
2009-08-01,1
2009-08-03,1
2009-08-04,3
2009-08-05,1
2009-08-07,1
2009-08-08,1
2009-08-10,17
2009-08-11,6
2009-08-13,3
2009-08-14,1
2009-08-17,4
2009-08-26,1
2009-08-28,1
2009-08-29,3
2009-08-31,1
2009-09-01,1
2009-09-02,3
2009-09-03,3
2009-09-07,1
2009-09-10,1
2009-10-09,1
2009-10-21,1
2009-10-29,1
2009-11-23,3
2009-11-27,2
2009-12-16,10
2009-12-17,2
2009-12-18,1
2009-12-21,5
2009-12-26,8
2009-12-28,3
2009-12-30,1
2010-01-07,5
2010-01-08,5
2010-01-12,1
2010-01-21,4
2010-01-25,4
2010-01-28,5
2010-01-29,1
2010-02-04,1
2010-02-05,5
2010-02-09,2
2010-02-11,3
2010-02-18,7
2010-02-24,1
2010-02-25,4
2010-02-26,2
2010-03-01,2
2010-03-02,1
2010-03-05,3
2010-03-08,3
2010-03-12,1
2010-03-15,6
2010-03-16,1
2010-03-17,1
2010-03-18,1
2010-03-19,15
2010-03-23,1
2010-03-26,4
2010-04-01,5
2010-04-08,13
2010-04-13,1
2010-04-15,1
2010-04-16,18
2010-04-19,6
2010-04-20,3
2010-04-21,1
2010-04-22,11
2010-04-23,6
2010-04-25,9
2010-04-26,2
2010-04-27,1
2010-04-28,5
2010-04-30,2
2010-05-04,1
2010-05-05,4
2010-05-14,4
2010-05-15,1
2010-05-19,1
2010-05-24,1
2010-05-25,2
2010-05-28,5
2010-05-31,1
2010-06-04,1
2010-06-21,1
2010-06-22,2
2010-06-28,5
2010-06-29,4
2010-06-30,1
2010-07-02,1
2010-07-05,2
2010-07-06,1
2010-07-20,9
2010-07-26,1
2010-07-30,1
2010-08-02,2
2010-08-03,4
2010-08-09,3
2010-08-10,1
2010-08-13,1
2010-08-23,10
2010-08-24,3
2010-08-27,2
2010-08-30,5
2010-09-03,11
2010-09-06,6
2010-09-11,2
2010-09-13,7
2010-09-14,3
2010-09-21,7
2010-09-24,7
2010-09-27,4
2010-10-02,2
2010-10-04,1
2010-10-07,2
2010-10-08,1
2010-10-11,3
2010-10-14,3
2010-10-15,1
2010-10-21,2
2010-10-22,6
2010-10-23,1
2010-10-25,1
2010-11-02,7
2010-11-05,10
2010-11-08,1
2010-11-10,8
2010-11-15,1
2010-11-16,17
2010-11-18,5
2010-11-20,5
2010-11-22,9
2010-11-23,5
2010-11-24,4
2010-11-30,13
2010-12-01,1
2010-12-05,3
2010-12-08,9
2010-12-10,1
2010-12-13,5
2010-12-19,9
2010-12-20,10
2010-12-29,2
2011-01-03,1
2011-01-14,3
2011-01-15,7
2011-01-16,3
2011-01-17,6
2011-01-18,6
2011-01-24,4
2011-01-25,20
2011-02-01,2
2011-02-02,8
2011-02-03,4
2011-02-04,7
2011-02-06,2
2011-02-07,1
2011-02-08,29
2011-02-11,22
2011-02-12,2
2011-02-15,8
2011-02-18,5
2011-02-21,1
2011-02-22,2
2011-02-24,4
2011-02-25,1
2011-02-28,1
2011-03-02,1
2011-03-10,1
2011-03-17,27
2011-03-18,14
2011-03-22,1
2011-03-23,2
2011-03-24,5
2011-03-25,1
2011-03-30,1
2011-03-31,2
2011-04-03,1
2011-04-04,6
2011-04-06,2
2011-04-08,2
2011-04-11,7
2011-04-12,7
2011-04-14,15
2011-04-19,13
2011-04-20,1
2011-04-21,6
2011-04-27,1
2011-04-28,6
2011-04-29,5
2011-05-02,3
2011-05-03,2
2011-05-04,6
2011-05-05,3
2011-05-06,4
2011-05-09,2
2011-05-10,5
2011-05-12,4
2011-05-16,1
2011-05-17,4
2011-05-18,17
2011-05-19,2
2011-05-20,3
2011-05-23,3
2011-05-24,3
2011-05-25,8
2011-05-26,30
2011-05-27,11
2011-05-30,16
2011-06-01,18
2011-06-06,7
2011-06-07,4
2011-06-08,8
2011-06-09,4
2011-06-10,11
2011-06-14,58
2011-06-15,15
2011-06-16,2
2011-06-17,2
2011-06-22,1
2011-06-23,1
2011-06-28,2
2011-06-30,4
2011-07-01,3
2011-07-04,6
2011-07-05,1
2011-07-06,3
2011-07-07,5
2011-07-08,4
2011-07-12,3
2011-07-14,2
2011-07-15,1
2011-07-18,1
2011-07-19,16
2011-07-20,5
2011-07-21,5
2011-07-22,1
2011-07-25,23
2011-07-26,22
2011-07-27,25
2011-07-29,4
2011-08-02,1
2011-08-03,5
2011-08-04,31
2011-08-08,6
2011-08-11,23
2011-08-12,2
2011-08-16,7
2011-08-17,2
2011-08-18,10
2011-08-19,1
2011-08-22,3
2011-08-23,2
2011-08-24,6
2011-08-25,2
2011-08-26,6
2011-08-29,10
2011-08-30,1
2011-08-31,2
2011-09-01,22
2011-09-02,7
2011-09-05,13
2011-09-06,2
2011-09-07,4
2011-09-09,4
2011-09-11,1
2011-09-12,7
2011-09-13,1
2011-09-14,2
2011-09-15,3
2011-09-19,21
2011-09-20,4
2011-09-21,6
2011-09-22,6
2011-09-23,2
2011-09-26,8
2011-09-27,2
2011-09-28,12
2011-10-02,3
2011-10-04,8
2011-10-05,3
2011-10-06,3
2011-10-07,8
2011-10-08,1
2011-10-10,2
2011-10-11,3
2011-10-12,3
2011-10-13,6
2011-10-18,5
2011-10-19,1
2011-10-25,4
2011-10-27,8
2011-10-28,4
2011-11-02,3
2011-11-07,1
2011-11-08,2
2011-11-09,1
2011-11-10,1
2011-11-14,5
2011-11-16,6
2011-11-17,5
2011-11-18,1
2011-11-21,1
2011-11-22,1
2011-11-25,5
2011-11-28,19
2011-11-29,4
2011-12-01,8
2011-12-02,1
2011-12-05,1
2011-12-06,6
2011-12-07,7
2011-12-09,4
2011-12-12,3
2011-12-13,2
2011-12-15,1
2011-12-19,3
2011-12-20,5
2011-12-21,15
2011-12-22,3
2011-12-25,24
2011-12-26,1
2011-12-27,6
2011-12-30,2
2012-01-04,37
2012-01-05,19
2012-01-07,1
2012-01-09,32
2012-01-10,2
2012-01-11,3
2012-01-12,15
2012-01-17,19
2012-01-19,8
2012-01-20,3
2012-01-24,10
2012-01-25,8
2012-01-26,9
2012-01-27,11
2012-01-30,7
2012-01-31,3
2012-02-01,11
2012-02-02,2
2012-02-03,8
2012-02-08,2
2012-02-10,3
2012-02-14,8
2012-02-15,1
2012-02-16,8
2012-02-17,48
2012-02-20,1
2012-02-21,5
2012-02-23,2
2012-02-24,2
2012-02-25,4
2012-02-27,5
2012-02-28,2
2012-02-29,1
2012-03-01,3
2012-03-02,1
2012-03-05,6
2012-03-06,5
2012-03-07,7
2012-03-09,9
2012-03-11,5
2012-03-12,16
2012-03-16,27
2012-03-17,3
2012-03-20,22
2012-03-22,16
2012-03-23,8
2012-03-24,7
2012-03-26,27
2012-03-27,14
2012-03-28,3
2012-03-29,11
2012-04-02,16
2012-04-03,5
2012-04-11,3
2012-04-12,27
2012-04-17,12
2012-04-18,2
2012-04-19,5
2012-04-23,34
2012-04-24,1
2012-05-03,12
2012-05-07,8
2012-05-08,165
2012-05-09,1
2012-05-10,7
2012-05-11,1
2012-05-14,10
2012-05-15,1
2012-05-16,12
2012-05-17,2
2012-05-21,6
2012-05-23,6
2012-05-25,1
2012-05-26,3
2012-05-29,13
2012-05-30,3
2012-05-31,3
2012-06-01,12
2012-06-04,1
2012-06-05,5
2012-06-06,3
2012-06-07,9
2012-06-10,2
2012-06-11,1
2012-06-12,13
2012-06-13,8
2012-06-14,2
2012-06-16,1
2012-06-18,2
2012-06-25,5
2012-06-26,8
2012-06-27,5
2012-06-28,4
2012-06-29,6
2012-07-02,6
2012-07-03,1
2012-07-06,3
2012-07-09,4
2012-07-10,1
2012-07-12,1
2012-07-14,1
2012-07-16,2
2012-07-18,1
2012-07-19,1
2012-07-20,27
2012-07-21,2
2012-07-22,3
